iter	Logloss
227	0.2872258218
228	0.2871021412
229	0.2870280924
230	0.2869535563
231	0.2868560006
232	0.2866933493
233	0.2866207113
234	0.2865795065
235	0.2864578174
236	0.286229602
237	0.2861457489
238	0.2858509474
239	0.2857854983
240	0.2857241243
241	0.2856351205
242	0.2856179633
243	0.2854431836
244	0.2851126638
245	0.2850064926
246	0.2849105123
247	0.2848369961
248	0.2847989659
249	0.2847418551
250	0.2846543528
251	0.2845720754
252	0.2844792598
253	0.2844334489
254	0.2843694677
255	0.2843124747
256	0.2842412318
257	0.28420038
258	0.2840941801
259	0.2840508804
260	0.2840079579
261	0.2839483874
262	0.2838534492
263	0.2837471983
264	0.2836990245
265	0.2836669445
266	0.2835599328
267	0.2835017617
268	0.2832866543
269	0.2832443311
270	0.2831488472
271	0.2831114108
272	0.2830280458
273	0.2829740605
274	0.2828970212
275	0.2828460255
276	0.2825338672
277	0.2824424956
278	0.2823730086
279	0.2823266917
280	0.2822777664
281	0.2822259768
282	0.2821646386
283	0.2820781221
284	0.2819558967
285	0.2819000587
286	0.2817853866
287	0.281689223
288	0.2816887781
289	0.2816561001
290	0.2813544803
291	0.2813094054
292	0.2812521382
293	0.2811878797
294	0.2809006168
295	0.2808661539
296	0.2808071256
297	0.280724461
298	0.2806352542
299	0.2805798916
300	0.2804827466
301	0.280409809
302	0.2803478616
303	0.2802840628
304	0.2802388058
305	0.2801548397
306	0.280072291
307	0.2800018912
308	0.2799510722
309	0.279896117
310	0.2798391807
311	0.2797967188
312	0.2796551838
313	0.2796216614
314	0.2795741021
315	0.279523347
316	0.2794741595
317	0.2794002206
318	0.2793594075
319	0.2793097563
320	0.2792639696
321	0.2792050629
322	0.2791728543
323	0.2790602785
324	0.2789308812
325	0.2789151617
326	0.2787626972
327	0.2787103922
328	0.2786695258
329	0.2785908718
330	0.2785504861
331	0.2784607915
332	0.2783868197
333	0.2783526543
334	0.2783275277
335	0.2782499384
336	0.2781991157
337	0.2781400868
338	0.2781108439
339	0.2780356376
340	0.2779623537
341	0.2779339754
342	0.2778849668
343	0.2778657973
344	0.2778224969
345	0.2777752411
346	0.277745671
347	0.2777263975
348	0.2776544819
349	0.2776167951
350	0.2775760934
351	0.2774778691
352	0.2774163243
353	0.2773241229
354	0.2772657383
355	0.2771809687
356	0.2771510997
357	0.2771131388
358	0.2770826523
359	0.2770592148
360	0.2770065715
361	0.2769583424
362	0.27684401
363	0.2767722085
364	0.2766510942
365	0.2765209874
366	0.2764821978
367	0.2764391146
368	0.2764006351
369	0.276319813
370	0.2762629027
371	0.2761954281
372	0.2760092057
373	0.2759824203
374	0.2759330539
375	0.2758690121
376	0.2757656998
377	0.275725143
378	0.2756694664
379	0.2755697787
380	0.2755117604
381	0.2754799637
382	0.2754432413
383	0.2753537667
384	0.2753015904
385	0.2752735616
386	0.2751855189
387	0.2751273436
388	0.2750642551
389	0.2750205974
390	0.2749483331
391	0.2748923625
392	0.2748589054
393	0.2748012436
394	0.2747791557
395	0.2747383152
396	0.2746981157
397	0.274630391
398	0.2745914193
399	0.2745300705
400	0.2744946002
401	0.2744135985
402	0.2743726174
403	0.2743186656
404	0.2742601386
405	0.2741679725
406	0.2741183133
407	0.274037486
408	0.273943875
409	0.2738930917
410	0.2738528091
411	0.2737720883
412	0.2736988142
413	0.2736207224
414	0.2735604066
415	0.2735382432
416	0.2734996864
417	0.2734651788
418	0.2734196202
419	0.2733734926
420	0.2733398103
421	0.2733087992
422	0.2732583374
423	0.2732149882
424	0.2731946183
425	0.2731315665
426	0.2730793931
427	0.2730313113
428	0.272885107
429	0.2728501188
430	0.2727628365
431	0.2727329161
432	0.2726741409
433	0.272614405
434	0.2725456712
435	0.2724954279
436	0.2723517721
437	0.2723148139
438	0.272240067
439	0.2722049781
440	0.2721624333
441	0.2720714603
442	0.2720120787
443	0.2719887275
444	0.2719671934
445	0.2719429819
446	0.2719292529
447	0.2718885609
448	0.2718241425
449	0.2717726223
450	0.2717428883
451	0.2716744277
452	0.2716075305
453	0.2715741261
454	0.2715364457
455	0.271536266
456	0.2715099576
457	0.271494312
458	0.271405689
459	0.2713556737
460	0.2713272037
461	0.2713018815
462	0.2711688282
463	0.271108481
464	0.2710924606
465	0.2710358707
466	0.2709824115
467	0.2708788574
468	0.2708122186
469	0.2707617734
470	0.2707573342
471	0.270731773
472	0.270698181
473	0.2706476891
474	0.2706216788
475	0.2705347177
476	0.2704637775
477	0.2703936245
478	0.2703468441
479	0.2702963595
480	0.270264146
481	0.270183495
482	0.270098529
483	0.2700391755
484	0.2699851015
485	0.2699448771
486	0.2698936882
487	0.2697579334
488	0.2697106085
489	0.2696854487
490	0.2696354626
491	0.2695917511
492	0.2695466658
493	0.2694386782
494	0.2694039198
495	0.269353395
496	0.2693227821
497	0.2692935849
498	0.2692407663
499	0.2692061829
500	0.2691891029
501	0.2691563197
502	0.26911929
503	0.2690538519
504	0.2690066472
505	0.2689438263
506	0.2688858393
507	0.2688694003
508	0.2688497958
509	0.2688019322
510	0.2687519315
511	0.268718588
512	0.268686024
513	0.2686717408
514	0.2686230059
515	0.2685654559
516	0.2685369779
517	0.2685151948
518	0.2684575017
519	0.268410496
520	0.2683602572
521	0.2682992245
522	0.2682758729
523	0.2682258272
524	0.2682045706
525	0.2681133516
526	0.2680654435
527	0.2680062616
528	0.2679294139
529	0.2678761267
530	0.2678354605
531	0.2677808653
532	0.2677555002
533	0.2677060981
534	0.267670228
535	0.2676605331
536	0.2676330866
537	0.2676105563
538	0.267543292
539	0.2674890004
540	0.2674553282
541	0.2673956809
542	0.2673640934
543	0.2673457292
544	0.2673295046
545	0.2672525688
546	0.2672267743
547	0.267211045
548	0.2671321284
549	0.2670769707
550	0.2670169108
551	0.2669673976
552	0.2669412492
553	0.266859505
554	0.2668192912
555	0.266793904
556	0.266754924
557	0.2667294719
558	0.2666428099
559	0.2665610306
560	0.2665215483
561	0.2664657542
562	0.2664448695
563	0.2663794229
564	0.2663101131
565	0.2662703303
566	0.2662116614
567	0.2661337698
568	0.2660872256
569	0.2660417643
570	0.2659925113
571	0.2659196006
572	0.2659096749
573	0.2658498964
574	0.2658192544
575	0.265776686
576	0.2657513914
577	0.265733806
578	0.2656781357
579	0.2656397927
580	0.2656068513
581	0.2655774238
582	0.2655355403
583	0.2655099736
584	0.2654734056
585	0.2654479625
586	0.2653986246
587	0.2653703668
588	0.2653312636
589	0.2652962565
590	0.2652799912
591	0.2652342137
592	0.265204282
593	0.2651863731
594	0.2651578359
595	0.2651222536
596	0.2650758805
597	0.2650301747
598	0.2650050075
599	0.2649660412
600	0.264891986
601	0.2648370596
602	0.2648100483
603	0.2647797763
604	0.2647150337
605	0.2646780775
606	0.2646431908
607	0.2646054975
608	0.2645472837
609	0.2645195746
610	0.2644904503
611	0.2644512994
612	0.2643984782
613	0.2643559024
614	0.2643104382
615	0.2642927399
616	0.2642559662
617	0.2642238039
618	0.2641986892
619	0.2641858848
620	0.2641290904
621	0.2641139192
622	0.2640818813
623	0.2640662373
624	0.2640321852
625	0.2640228284
626	0.2640095731
627	0.2639528674
628	0.2638934675
629	0.2638456734
630	0.2638037284
631	0.2637376667
632	0.2637126719
633	0.2636744652
634	0.2636581229
635	0.2636148494
636	0.2635963679
637	0.263580663
638	0.2635413533
639	0.2635262163
640	0.2635048725
641	0.2634873879
642	0.2634412531
643	0.2634238664
644	0.2633497935
645	0.2633216795
646	0.2632667973
647	0.2632416081
648	0.2631817459
649	0.2631663649
650	0.2631424489
651	0.2631101834
652	0.2630976914
653	0.2630659763
654	0.2630178237
655	0.2629940847
656	0.2629486815
657	0.2628954078
658	0.2628600347
659	0.26281629
660	0.2627916473
661	0.2627253136
662	0.2627041823
663	0.2626940968
664	0.2626621087
665	0.2625965429
666	0.2625296763
667	0.2625091445
668	0.2624587718
669	0.2624183814
670	0.2623748724
671	0.2623300399
672	0.2622854306
673	0.2622551053
674	0.2622174448
675	0.2621873987
676	0.2621612011
677	0.2621062349
678	0.2620759948
679	0.2620092191
680	0.2619758368
681	0.2619643611
682	0.26192037
683	0.2618807886
684	0.2618224483
685	0.2618002661
686	0.2617551541
687	0.2617222686
688	0.2617051145
689	0.2616284315
690	0.2615915103
691	0.2615344069
692	0.2615026081
693	0.2614701688
694	0.2614584811
695	0.2614460295
696	0.2614273692
697	0.2614144181
698	0.2613838554
699	0.2613710113
700	0.2613082087
701	0.2612710491
702	0.2612385113
703	0.2612278802
704	0.2611712839
705	0.2611453394
706	0.2611173731
707	0.2610902292
708	0.2610545505
709	0.2610514419
710	0.2609712155
711	0.2609549048
712	0.2609130945
713	0.2608762598
714	0.2608362696
715	0.2607998209
716	0.2607756113
717	0.2607453602
718	0.2607131234
719	0.2606701512
720	0.2606305847
721	0.260619314
722	0.2605927374
723	0.2605403583
724	0.2605217241
725	0.2604954989
726	0.2604350766
727	0.2604008605
728	0.2603716045
729	0.2602955313
730	0.2602536823
731	0.2602348607
732	0.2602194784
733	0.2601636055
734	0.2601343089
735	0.2601134609
736	0.2600851609
737	0.2600374205
738	0.2600132397
739	0.2599712606
740	0.2599137596
741	0.2598649046
742	0.2598448591
743	0.2598429168
744	0.259821581
745	0.259810171
746	0.2597899529
747	0.259765312
748	0.259712563
749	0.2596919382
750	0.2596770157
751	0.2596303121
752	0.2595777115
753	0.2595349024
754	0.2594513059
755	0.25942362
756	0.2594016134
757	0.259385232
758	0.2593769335
759	0.2593726691
760	0.2593537447
761	0.2592924385
762	0.259254582
763	0.259222076
764	0.2591857013
765	0.2591537657
766	0.2591220489
767	0.2590738398
768	0.2590386097
769	0.2589886036
770	0.2589752502
771	0.2589271674
772	0.2588924797
773	0.2588802337
774	0.2588478104
775	0.2587973272
776	0.2587857714
777	0.2587485544
778	0.2587414141
779	0.2587295445
780	0.2587158906
781	0.2586853513
782	0.2586428698
783	0.2586243875
784	0.2585735504
785	0.2585430843
786	0.2585136257
787	0.2584927518
788	0.2584658483
789	0.2584306163
790	0.2584048657
791	0.2583652641
792	0.2583135652
793	0.2582694992
794	0.2582350857
795	0.2582229421
796	0.2581843679
797	0.2581750549
798	0.2581672929
799	0.2580999089
800	0.2580729844
801	0.2580455526
802	0.2580022488
803	0.257976366
804	0.2579509842
805	0.2579390056
806	0.2579078622
807	0.2578982068
808	0.2578566676
809	0.2578028443
810	0.2577832401
811	0.257738547
812	0.2577146652
813	0.2576764385
814	0.2576298051
815	0.2576099046
816	0.257541218
817	0.2575248688
818	0.2575212172
819	0.2574810072
820	0.2574481105
821	0.2573975196
822	0.2573765125
823	0.2573560907
824	0.2573328717
825	0.2572594027
826	0.2572404485
827	0.2572047024
828	0.2571608784
829	0.2571328469
830	0.2570981331
831	0.2570763976
832	0.2570686329
833	0.2570416914
834	0.2570225975
835	0.2569774442
836	0.2569622685
837	0.2569510088
838	0.2569065581
839	0.2568859461
840	0.2568772067
841	0.2568247575
842	0.2567757391
843	0.2567329281
844	0.2566796316
845	0.2566593487
846	0.2565895438
847	0.256575483
848	0.2565531345
849	0.2565453893
850	0.2564927714
851	0.2564745966
852	0.2564625939
853	0.2564355698
854	0.2563962671
855	0.2563780618
856	0.2563343812
857	0.256321172
858	0.2562961127
859	0.2562734095
860	0.2562402922
861	0.2562202568
862	0.2562086704
863	0.2562005152
864	0.2561566761
865	0.2561336225
866	0.2561033928
867	0.2560699871
868	0.2560272025
869	0.2559983938
870	0.2559770622
871	0.2559646071
872	0.2559599414
873	0.2559161884
874	0.2558852015
875	0.2558706973
876	0.2558487386
877	0.2558240962
878	0.2557886393
879	0.2557431047
880	0.2557116677
881	0.2557065889
882	0.2556682061
883	0.2556256589
884	0.2555984367
885	0.2555788835
886	0.255553428
887	0.2555416809
888	0.2554802724
889	0.2554416131
890	0.2554138147
891	0.2553718557
892	0.2553591312
893	0.2553340391
894	0.2552951897
895	0.2552613031
896	0.2552521734
897	0.2551962862
898	0.2551762652
899	0.255142167
900	0.2551222999
901	0.255108692
902	0.2550512132
903	0.2550394885
904	0.255005418
905	0.254998062
906	0.2549633031
907	0.2549129867
908	0.2548718497
909	0.2548370499
910	0.2548157763
911	0.2547826974
912	0.2547558821
913	0.254724185
914	0.2547136758
915	0.2546699058
916	0.254634664
917	0.2546189872
918	0.2545864887
919	0.2545697355
920	0.2545081801
921	0.2545025718
922	0.2544894605
923	0.2544418746
924	0.2544222563
925	0.2544009486
926	0.2543781765
927	0.2543622832
928	0.2543335346
929	0.2543113794
930	0.2542925546
931	0.2542524642
932	0.2542255021
933	0.2541969231
934	0.2541886973
935	0.2541477891
936	0.2541079695
937	0.2540811607
938	0.2540529753
939	0.25402916
940	0.2540020593
941	0.2539778456
942	0.2539534734
943	0.2539296674
944	0.2538975002
945	0.253850877
946	0.2538259607
947	0.2537527826
948	0.2537277146
949	0.2537076281
950	0.2536792499
951	0.2536393445
952	0.2536051592
953	0.2535994609
954	0.2535934217
955	0.2535806856
956	0.2535019605
957	0.2534810265
958	0.2534529623
959	0.2534224262
960	0.253409675
961	0.2533790141
962	0.2533450994
963	0.253337297
964	0.2533249983
965	0.2532887187
966	0.2532639099
967	0.2532289176
968	0.2532076327
969	0.2531992665
970	0.2531851896
971	0.253160933
972	0.2531568685
973	0.253136445
974	0.2531154961
975	0.2530988997
976	0.2530810041
977	0.2530518309
978	0.2530249398
979	0.2530097334
980	0.2529929699
981	0.2529670066
982	0.2529318114
983	0.2528962472
984	0.2528725757
985	0.2528382871
986	0.2528043981
987	0.2527853179
988	0.2527521207
989	0.2527457197
990	0.2527262004
991	0.2527116552
992	0.252702084
993	0.2526746729
994	0.2526319953
995	0.2526103136
996	0.2526046739
997	0.2526011833
998	0.2525581365
999	0.2525294119
